code,city,state,country,comments,junk,oid
mdtnwi,Middleton,WI,USA,NULL,NULL,1123
pau,Port Augusta,NULL,Australia,NULL,NULL,1124
sevilla.es,Seville,NULL,Spain,NULL,NULL,1125
prnynj,Parsippany,NJ,USA,NULL,NULL,1126
dayton-metro.oh,Dayton,OH,USA,NULL,NULL,1127
grhlca,Granite Hills,CA,USA,NULL,NULL,1128
debln,Berlin,NULL,Germany,NULL,NULL,1129
czpra,Prague,NULL,Czech Republic,NULL,NULL,1130
wshdc,Washington,DC,USA,NULL,NULL,1131
barcelona.es,Barcelona,NULL,Spain,NULL,NULL,1132
orlnfl,Orlando,FL,USA,NULL,NULL,1133
whtmrs.md,White Marsh,MD,USA,NULL,NULL,1134
dalect.va,Dale City,VA,USA,NULL,NULL,1135
bcvloh,Brecksville,OH,USA,NULL,NULL,1136
weingarten,Weingarten,NULL,Germany,NULL,NULL,1137
wmnsmd,Westminster,MD,USA,NULL,NULL,1138
losangeles.nz,Los Angeles,CA,USA,NULL,NULL,1139
auckland.nz,Auckland,NULL,New Zealand,NULL,NULL,1140
uppsala.se,Uppsala,NULL,Sweden,NULL,NULL,1141
borlange.se,Borlange,NULL,Sweden,NULL,NULL,1142
dvr,Denver,CO,USA,NULL,NULL,1143
hcknnj,Hackensack,NJ,USA,NULL,NULL,1144
dovrhe.nh,Dover,NH,USA,NULL,NULL,1145
frptny,Freeport,NY,USA,NULL,NULL,1146
srp.nj,Somers Point,NJ,USA,NULL,NULL,1147
atla.ga.us,Atlanta,GA,USA,NULL,NULL,1148
hunt.al.us,Huntsville,AL,USA,NULL,NULL,1149
mem,Memphis,TN,USA,NULL,NULL,1150
flnt,Flint,MI,USA,NULL,NULL,1151
hk,Hong Kong,NULL,China,NULL,NULL,1152
hon,Honolulu,HI,USA,NULL,NULL,1153
honolulu,Honolulu,HI,USA,NULL,NULL,1154
col,Columbus,OH,USA,NULL,NULL,1155
uparoh,Upper Arlington,OH,USA,NULL,NULL,1156
jena.de,Jena,NULL,Germany,NULL,NULL,1157
gnbnc,Greensboro,NC,USA,NULL,NULL,1158
kc9mo,Kansas City,MO,USA,NULL,NULL,1159
nagoya.jp,Nagoya,NULL,Japan,NULL,NULL,1160
nwrnj,Newark,NJ,USA,NULL,NULL,1161
hanover.de,Hannover,NULL,Germany,NULL,NULL,1162
kassel.de,Kassel,NULL,Germany,NULL,NULL,1163
erfurt.de,Erfurt,NULL,Germany,NULL,NULL,1164
clgrab,Calgary,AB,Canada,NULL,NULL,1165
oxf.uk,Oxford,NULL,United Kingdom,NULL,NULL,1166
malvrn.pa,Malvern,PA,USA,NULL,NULL,1167
pxdltx,Dallas,TX,USA,NULL,NULL,1168
prs,Paris,NULL,France,NULL,NULL,1169
saopaulo,Sao Paulo,NULL,Brazil,NULL,NULL,1170
pxsewa,Seattle,WA,USA,NULL,NULL,1171
lvnami,Livonia,MI,USA,NULL,NULL,1172
reims,Reims,NULL,France,NULL,NULL,1173
pra.cz,Prague,NULL,Czech Republic,NULL,NULL,1174
gnbywi,Green Bay,WI,USA,NULL,NULL,1175
miwwi,Milwaukee,WI,USA,NULL,NULL,1176
jonkoping.se,Jonkoping,NULL,Sweden,NULL,NULL,1177
boras.se,Boras,NULL,Sweden,NULL,NULL,1178
goteborg.se,Goteborg,NULL,Sweden,NULL,NULL,1179
danbry.ct,Danbury,CT,USA,NULL,NULL,1180
qens.ny,New York,NY,USA,NULL,NULL,1181
sfr-ca,San Francisco,CA,USA,NULL,NULL,1182
linkoping.se,Linkoping,NULL,Sweden,NULL,NULL,1183
miamfl,Miami,FL,USA,NULL,NULL,1184
tacmwa,Tacoma,WA,USA,NULL,NULL,1185
gby,Green Bay,WI,USA,NULL,NULL,1186
deprwi,De Pere,WI,USA,NULL,NULL,1187
okldnj,Oakland,NJ,USA,NULL,NULL,1188
pxvnva,Vienna,VA,USA,NULL,NULL,1189
ful,Fullerton,CA,USA,NULL,NULL,1190
pxpaca,Palo Alto,CA,USA,NULL,NULL,1191
kenowikeno.wi,Kenosha,WI,USA,NULL,NULL,1192
ungvwiykvl.wi,Union Grove,WI,USA,NULL,NULL,1193
ottwoh,Ottawa,OH,USA,NULL,NULL,1194
txaust,Austin,TX,USA,NULL,NULL,1195
lwllhe.ma,Lowell,MA,USA,NULL,NULL,1196
fmhlmi,Farmington Hills,MI,USA,NULL,NULL,1197
gre,Green Bay,WI,USA,NULL,NULL,1198
fns.br,Florianopolis,NULL,Brazil,NULL,NULL,1199
br.spoe,Sao Paulo,NULL,Brazil,NULL,NULL,1200
cas.br,Campinas,NULL,Brazil,NULL,NULL,1201
pastourelle,Paris,NULL,France,NULL,NULL,1202
bourse,Paris,NULL,France,NULL,NULL,1203
beaujon,Paris,NULL,France,NULL,NULL,1204
besancon.fr,Besancon,NULL,France,NULL,NULL,1205
bordeaux.fr,Bordeaux,NULL,France,NULL,NULL,1206
caen.fr,Caen,NULL,France,NULL,NULL,1207
compiegne.fr,Compiegne,NULL,France,NULL,NULL,1208
corse.fr,Corse,NULL,France,NULL,NULL,1209
dijon.fr,Dijon,NULL,France,NULL,NULL,1210
evry.fr,Evry,NULL,France,NULL,NULL,1211
grenoble.fr,Grenoble,NULL,France,NULL,NULL,1212
lille.fr,Lille,NULL,France,NULL,NULL,1213
limoges.fr,Limoges,NULL,France,NULL,NULL,1214
lyon.fr,Lyon,NULL,France,NULL,NULL,1215
marseille.fr,Marseille,NULL,France,NULL,NULL,1216
montpellier.fr,Montpellier,NULL,France,NULL,NULL,1217
nancy.fr,Nancy,NULL,France,NULL,NULL,1218
nantes.fr,Nantes,NULL,France,NULL,NULL,1219
nice.fr,Nice,NULL,France,NULL,NULL,1220
niort.fr,Niort,NULL,France,NULL,NULL,1221
orleans.fr,Orleans,NULL,France,NULL,NULL,1222
poitiers.fr,Poitiers,NULL,France,NULL,NULL,1223
reims.fr,Reims,NULL,France,NULL,NULL,1224
rennes.fr,Rennes,NULL,France,NULL,NULL,1225
rouen.fr,Rouen,NULL,France,NULL,NULL,1226
sophia.fr,Sophia,NULL,France,NULL,NULL,1227
strasbourg.fr,Strasbourg,NULL,France,NULL,NULL,1228
toulouse.fr,Toulouse,NULL,France,NULL,NULL,1229
nwbl.wi,New Berlin,WI,USA,NULL,NULL,1230
hrfr.wi,Hartford,WI,USA,NULL,NULL,1231
nycny,New York,NY,USA,NULL,NULL,1232
phipa,Philadelphia,PA,USA,NULL,NULL,1233
caburb,Burbank,CA,USA,NULL,NULL,1234
elpstx,El Paso,TX,USA,NULL,NULL,1235
elsgrdc.ca,El Segundo,CA,USA,NULL,NULL,1236
apc,Napa,CA,USA,NULL,NULL,1237
kscy,Kansas City,MO,USA,NULL,NULL,1238
ipls,Indianapolis,IN,USA,NULL,NULL,1239
prov.ri,Providence,RI,USA,NULL,NULL,1240
nrfk.hr,Norfolk,VA,USA,NULL,NULL,1241
phda.pa,Philadelphia,PA,USA,NULL,NULL,1242
roch,Rochester,NY,USA,NULL,NULL,1243
mgw,Morgantown,WV,USA,NULL,NULL,1244
mililani,Mililani,HI,USA,NULL,NULL,1245
ca.sanfranc,San Francisco,CA,USA,NULL,NULL,1246
or.portland,Portland,OR,USA,NULL,NULL,1247
martnz.ga,Martinez,GA,USA,NULL,NULL,1248
tclon,London,NULL,United Kingdom,NULL,NULL,1249
rblon,London,NULL,United Kingdom,NULL,NULL,1250
eulstx,Euless,TX,USA,NULL,NULL,1251
dlls.dl,Dallas,TX,USA,NULL,NULL,1252
chnd.ph,Chandler,AZ,USA,NULL,NULL,1253
kntnoh,Kenton,OH,USA,NULL,NULL,1254
il.chicago,Chicago,IL,USA,NULL,NULL,1255
lisbon,Lisbon,NULL,Portugal,NULL,NULL,1256
krasnodar,Krasnodar,NULL,Russia,NULL,NULL,1257
brtpnj,Brick Town,NJ,USA,NULL,NULL,1258
portland,Portland,OR,USA,NULL,NULL,1259
pth,Perth,NULL,Australia,NULL,NULL,1260
ussttl,Seattle,WA,USA,NULL,NULL,1261
pitpa,Pittsburgh,PA,USA,NULL,NULL,1262
fyvlar,Fayetteville,AR,USA,NULL,NULL,1263
snrf,San Rafael,CA,USA,NULL,NULL,1264
bur.au,Melbourne,NULL,Australia,NULL,NULL,1265
hay.au,Sydney,NULL,Australia,NULL,NULL,1266
nsvtn,Nashville,TN,USA,NULL,NULL,1267
mazo.wi,Mazomanie,WI,USA,NULL,NULL,1268
hsv,Huntsville,AL,USA,NULL,NULL,1269
que,Quebec,QU,Canada,NULL,NULL,1270
brs.au,Brisbane,NULL,Australia,NULL,NULL,1271
gct.au,Gold Coast,NULL,Australia,NULL,NULL,1272
minneapolis,Minneapolis,MN,USA,NULL,NULL,1273
dvnia,Davenport,IA,USA,NULL,NULL,1274
ca.pasadena,Pasadena,CA,USA,NULL,NULL,1275
co.denver,Denver,CO,USA,NULL,NULL,1276
wa.seattle,Seattle,WA,USA,NULL,NULL,1277
pekanbaru.id,Pekanbaru,NULL,Indonesia,NULL,NULL,1278
rsmt.oc,Rosemont,CA,USA,NULL,NULL,1279
campbelltown.au,Campbelltown,NULL,Australia,NULL,NULL,1280
vie.at,Vienna,NULL,Austria,NULL,NULL,1281
lexing.ky,Lexington,KY,USA,NULL,NULL,1282
nbrgnj,North Bergen,NJ,USA,NULL,NULL,1283
man.mn,Mankato,MN,USA,NULL,NULL,1284
lwrnce.in,Lawrence,IN,USA,NULL,NULL,1285
snan,San Antonio,TX,USA,NULL,NULL,1286
edtnab,Edmonton,AB,Canada,NULL,NULL,1287
shsh.cn,Shanghai,NULL,China,NULL,NULL,1288
bjbj.cn,Beijing,NULL,China,NULL,NULL,1289
ags,Augusta,GA,USA,NULL,NULL,1290
hrbpa,Harrisburg,PA,USA,NULL,NULL,1291
richhe.va,Richmond,VA,USA,NULL,NULL,1292
alpe.mi,Alpena,MI,USA,NULL,NULL,1293
rockwd.mi,Rockwood,MI,USA,NULL,NULL,1294
mdswi,Madison,WI,USA,NULL,NULL,1295
sav,Savannah,GA,USA,NULL,NULL,1296
brhmi,Birmingham,MI,USA,NULL,NULL,1297
southg.mi,Southgate,MI,USA,NULL,NULL,1298
leed,Leeds,NULL,United Kingdom,NULL,NULL,1299
maee,Washington,DC,USA,NULL,NULL,1300
ga.atlanta,Atlanta,GA,USA,NULL,NULL,1301
al.birmingh,Birmingham,AL,USA,NULL,NULL,1302
lvxx.lv,Las Vegas,NV,USA,NULL,NULL,1303
pmbhhe.fl,Pompano Beach,FL,USA,NULL,NULL,1304
grandrapids,Grand Rapids,MI,USA,NULL,NULL,1305
gdgz.cn,Guangzhou,NULL,China,NULL,NULL,1306
bltnin,Bloomington,IN,USA,NULL,NULL,1307
cdalid,Coeur dAlene,ID,USA,NULL,NULL,1308
ndhmhe.ma,Needham,MA,USA,NULL,NULL,1309
brmngh.mi,Birmingham,MI,USA,NULL,NULL,1310
cnpkca,Cameron Park,CA,USA,NULL,NULL,1311
esn.de,Essen,NULL,Germany,NULL,NULL,1312
dtm.de,Dortmund,NULL,Germany,NULL,NULL,1313
ntckhe.ma,Nantucket,MA,USA,NULL,NULL,1314
stjmny,St. James,NY,USA,NULL,NULL,1315
ilm.ec,Wilmington,NC,USA,NULL,NULL,1316
wdbrnjwd,Woodbridge,NJ,USA,NULL,NULL,1317
calgab,Calgary,AB,Canada,NULL,NULL,1318
spfdmo,Springfield,MO,USA,NULL,NULL,1319
dai-tx,Dallas,TX,USA,NULL,NULL,1320
lai-ca,Los Angeles,CA,USA,NULL,NULL,1321
wotnoh,Worthington,OH,USA,NULL,NULL,1322
luxemburg.lu,Luxembourg,NULL,Luxembourg,NULL,NULL,1323
wash.dc,Washington,DC,USA,NULL,NULL,1324
pskn,Pennsauken,NJ,USA,NULL,NULL,1325
brbn.ca,Burbank,CA,USA,NULL,NULL,1326
hstn.tx,Houston,TX,USA,NULL,NULL,1327
atln.ga,Atlanta,GA,USA,NULL,NULL,1328
queens,New York,NY,USA,NULL,NULL,1329
tamp.fl,Tampa,FL,USA,NULL,NULL,1330
lsanhe.ca,Los Angeles,CA,USA,NULL,NULL,1331
nycm.ny,New York,NY,USA,NULL,NULL,1332
chcg.il,Chicago,IL,USA,NULL,NULL,1333
mik-mn,Minnetonka,MN,USA,NULL,NULL,1334
cmbrhe.ma,Cambridge,MA,USA,NULL,NULL,1335
annp.md,Annapolis,MD,USA,NULL,NULL,1336
nwrk.nj,Newark,NJ,USA,NULL,NULL,1337
louisville,Louisville,KY,USA,NULL,NULL,1338
dlls.tx,Dallas,TX,USA,NULL,NULL,1339
ksca.mo,Kansas City,MO,USA,NULL,NULL,1340
char.sc.us,Charleston,SC,USA,NULL,NULL,1341
mont.al.us,Montgomery,AL,USA,NULL,NULL,1342
islpny,Islip,NY,USA,NULL,NULL,1343
chc-il,Chicago,IL,USA,NULL,NULL,1344
roc-il,Rockford,IL,USA,NULL,NULL,1345
dcwash,Washington,DC,USA,NULL,NULL,1346
jkp.se,Jonkoping,NULL,Sweden,NULL,NULL,1347
lkp.se,Linkoping,NULL,Sweden,NULL,NULL,1348
orpkhe.fl,Orange Park,FL,USA,NULL,NULL,1349
peoril,Peoria,IL,USA,NULL,NULL,1350
in.indianap,Indianapolis,IN,USA,NULL,NULL,1351
mldnhe.ma,Malden,MA,USA,NULL,NULL,1352
lynnhe.ma,Lynn,MA,USA,NULL,NULL,1353
chn.in,Madras,NULL,India,NULL,NULL,1354
cta.br,Curitiba,NULL,Brazil,NULL,NULL,1355
gsp,Greenville,SC,USA,NULL,NULL,1356
sknwa,Spokane,WA,USA,NULL,NULL,1357
nashville,Nashville,TN,USA,NULL,NULL,1358
rthfrd.tn,Rutherford,TN,USA,NULL,NULL,1359
sel,Seoul,NULL,South Korea,NULL,NULL,1360
spfdhe.ma,Springfield,MA,USA,NULL,NULL,1361
bstn.ma,Boston,MA,USA,NULL,NULL,1362
dijon,Dijon,NULL,France,NULL,NULL,1363
columbia,Columbia,SC,USA,NULL,NULL,1364
wae-dc,Washington,DC,USA,NULL,NULL,1365
waf-dc,Washington,DC,USA,NULL,NULL,1366
vie.jp,Vienna,VA,USA,NULL,NULL,1367
lax.jp,Los Angeles,CA,USA,NULL,NULL,1368
pa.philadel,Philadelphia,PA,USA,NULL,NULL,1369
indianapolis,Indianapolis,IN,USA,NULL,NULL,1370
znvlin,Zionsville,IN,USA,NULL,NULL,1371
elp,El Paso,TX,USA,NULL,NULL,1372
canton,Canton,OH,USA,NULL,NULL,1373
ny.newyorkc,New York,NY,USA,NULL,NULL,1374
aberdn.md,Aberdeen,MD,USA,NULL,NULL,1375
chcil,Chicago,IL,USA,NULL,NULL,1376
va.ashburn,Ashburn,VA,USA,NULL,NULL,1377
buenosaeres,Buenos Aires,NULL,Argentina,NULL,NULL,1378
cncnoh,Cincinnati,OH,USA,NULL,NULL,1379
cinci,Cincinnati,OH,USA,NULL,NULL,1380
clnt.mi,Clinton,MI,USA,NULL,NULL,1381
roylok.mi,Royal Oak,MI,USA,NULL,NULL,1382
lsan.ca,Los Angeles,CA,USA,NULL,NULL,1383
snva.ca,Sunnyvale,CA,USA,NULL,NULL,1384
nbg,Nuremberg,NULL,Germany,NULL,NULL,1385
usstls,St. Louis,MO,USA,NULL,NULL,1386
hstn,Houston,TX,USA,NULL,NULL,1387
atla,Atlanta,GA,USA,NULL,NULL,1388
dsm.io,Des Moines,IA,USA,NULL,NULL,1389
cmtnhe.ca,Compton,CA,USA,NULL,NULL,1390
csmshe.ca,Costa Mesa,CA,USA,NULL,NULL,1391
hlfxns,Halifax,NS,Canada,NULL,NULL,1392
tpe,Taipei,NULL,Taiwan,NULL,NULL,1393
ftsm,Fort Smith,AR,USA,NULL,NULL,1394
mtgmoh,Montgomery,OH,USA,NULL,NULL,1395
albany,Albany,NY,USA,NULL,NULL,1396
helsingfors,Helsingfors,NULL,Finland,NULL,NULL,1397
kitchener,Kitchener,ON,Canada,NULL,NULL,1398
snjs.ca,San Jose,CA,USA,NULL,NULL,1399
stamford,Stamford,CT,USA,NULL,NULL,1400
mtrlpq,Montreal,NULL,Canada,NULL,NULL,1401
ott.ca,Ottawa,ON,Canada,NULL,NULL,1402
reding.pa,Reading,PA,USA,NULL,NULL,1403
hu.bud,Budapest,NULL,Hungary,NULL,NULL,1404
brasov.ro,Brasov,NULL,Romania,NULL,NULL,1405
bristol,Bristol,NULL,United Kingdom,NULL,NULL,1406
gum,Agana,GU,USA,NULL,NULL,1407
clt,Charlotte,NC,USA,NULL,NULL,1408
lond.uk,London,NULL,United Kingdom,NULL,NULL,1409
tlaquepaque.mx,Tlaquepaque,NULL,Mexico,NULL,NULL,1410
braunschweig,Braunschweig,NULL,Germany,NULL,NULL,1411
bucharest.ro,Bucharest,NULL,Romania,NULL,NULL,1412
dnvr.co,Denver,CO,USA,NULL,NULL,1413
tallah.fl,Tallahassee,FL,USA,NULL,NULL,1414
oh.clevelan,Cleveland,OH,USA,NULL,NULL,1415
ma.cambridg,Cambridge,MA,USA,NULL,NULL,1416
agst.ga.us,Augusta,GA,USA,NULL,NULL,1417
haj,Hannover,NULL,Germany,NULL,NULL,1418
haj.de,Hannover,NULL,Germany,NULL,NULL,1419
chchille,Chicago,IL,USA,NULL,NULL,1420
clexohuq,Cleveland,OH,USA,NULL,NULL,1421
jnb.za,Johannesburg,NULL,South Africa,NULL,NULL,1422
carlsl.pa,Carlisle,PA,USA,NULL,NULL,1423
fl.miami,Miami,FL,USA,NULL,NULL,1424
tx.houston,Houston,TX,USA,NULL,NULL,1425
tx.dallas,Dallas,TX,USA,NULL,NULL,1426
az.phoenix,Phoenix,AZ,USA,NULL,NULL,1427
ca.losangel,Los Angeles,CA,USA,NULL,NULL,1428
ca.oakland,Oakland,CA,USA,NULL,NULL,1429
pth.au,Perth,NULL,Australia,NULL,NULL,1430
dsdfge,Dusseldorf,NULL,Germany,NULL,NULL,1431
villingen.de,Villingen,NULL,Germany,NULL,NULL,1432
ravensburg.de,Ravensburg,NULL,Germany,NULL,NULL,1433
bgtmo,Bridgeton,MO,USA,NULL,NULL,1434
hdn,Hilden,NULL,Germany,NULL,NULL,1435
brhal,Birmingham,AL,USA,NULL,NULL,1436
wobnhe.ma,Woburn,MA,USA,NULL,NULL,1437
paix.ca,Palo Alto,CA,USA,NULL,NULL,1438
zch,Zurich,NULL,Switzerland,NULL,NULL,1439
hf3ct,Hartford,CT,USA,NULL,NULL,1440
mtl.ca,Montreal,NULL,Canada,NULL,NULL,1441
clmasc,Columbia,SC,USA,NULL,NULL,1442
neomah,Omaha,NE,USA,NULL,NULL,1443
vrn.ru,Voronezh,NULL,Russia,NULL,NULL,1444
voronezh,Voronezh,NULL,Russia,NULL,NULL,1445
stlouis,St. Louis,MO,USA,NULL,NULL,1446
whplny,White Plains,NY,USA,NULL,NULL,1447
nclxtn,Lexington,NC,USA,NULL,NULL,1448
stwwa,Seattle,WA,USA,NULL,NULL,1449
antwerpen.be,Antwerp,NULL,Belgium,NULL,NULL,1450
goosck.sc,Goose Creek,SC,USA,NULL,NULL,1451
pit-pa,Pittsburgh,PA,USA,NULL,NULL,1452
tamq,Tampa,FL,USA,NULL,NULL,1453
war,Warsaw,NULL,Poland,NULL,NULL,1454
ehtnny,East Hampton,NY,USA,NULL,NULL,1455
ptmohe.nh,Portsmouth,NH,USA,NULL,NULL,1456
milwwi,Milwaukee,WI,USA,NULL,NULL,1457
ber.de,Berlin,NULL,Germany,NULL,NULL,1458
ber,Berlin,NULL,Germany,NULL,NULL,1459
stmnca,Santa Monica,CA,USA,NULL,NULL,1460
nijmegen,Nijmegen,NULL,Netherlands,NULL,NULL,1461
ote.jp,Tokyo,NULL,Japan,NULL,NULL,1462
zurich.ch,Zurich,NULL,Switzerland,NULL,NULL,1463
lndlca,Lawndale,CA,USA,NULL,NULL,1464
torrance,Torrance,CA,USA,NULL,NULL,1465
hnvr.de,Hannover,NULL,Germany,NULL,NULL,1466
jvl.wi,Janesville,WI,USA,NULL,NULL,1467
pwke,Pewaukee,WI,USA,NULL,NULL,1468
newyorkny,New York,NY,USA,NULL,NULL,1469
lwrnhe.ma,Lawrence,MA,USA,NULL,NULL,1470
sbnin,South Bend,IN,USA,NULL,NULL,1471
lsag,Los Angeles,CA,USA,NULL,NULL,1472
lsnca,Los Angeles,CA,USA,NULL,NULL,1473
nwrk,Newark,NJ,USA,NULL,NULL,1474
bhe.br,Belo Horizonte,NULL,Brazil,NULL,NULL,1475
chmpil,Champaign,IL,USA,NULL,NULL,1476
hntnny,Huntington,NY,USA,NULL,NULL,1477
erf,Erfurt,NULL,Germany,NULL,NULL,1478
nue,Nuremberg,NULL,Germany,NULL,NULL,1479
bandung.id,Bandung,NULL,Indonesia,NULL,NULL,1480
cstltn.in,Castleton,IN,USA,NULL,NULL,1481
plymhe.mn,Plymouth,MN,USA,NULL,NULL,1482
lpz.de,Leipzig,NULL,Germany,NULL,NULL,1483
toledo,Toledo,OH,USA,NULL,NULL,1484
euc.wi,Eau Claire,WI,USA,NULL,NULL,1485
ham.de,Hamburg,NULL,Germany,NULL,NULL,1486
oxford,Oxford,NULL,United Kingdom,NULL,NULL,1487
chgo.il,Chicago,IL,USA,NULL,NULL,1488
jcvfl,Jacksonville,FL,USA,NULL,NULL,1489
ltfdct,Litchfield,CT,USA,NULL,NULL,1490
bgr,Bangor,ME,USA,NULL,NULL,1491
wp2ny,White Plains,NY,USA,NULL,NULL,1492
bng.in,Bangalore,NULL,India,NULL,NULL,1493
wacotx,Waco,TX,USA,NULL,NULL,1494
clev.oh,Cleveland,OH,USA,NULL,NULL,1495
hnsvl.ga,Hinesville,GA,USA,NULL,NULL,1496
clmntn.nj,Clementon,NJ,USA,NULL,NULL,1497
dab,Daytona Beach,FL,USA,NULL,NULL,1498
sandiego.ca,San Diego,CA,USA,NULL,NULL,1499
sngpsi,Singapore,NULL,Singapore,NULL,NULL,1500
ilm,Wilmington,NC,USA,NULL,NULL,1501
paduca.ky,Paducah,KY,USA,NULL,NULL,1502
milwaukee,Milwaukee,WI,USA,NULL,NULL,1503
milwwimkin.wi,Milwaukee,WI,USA,NULL,NULL,1504
bct,Boca Raton,FL,USA,NULL,NULL,1505
boi,Boise,ID,USA,NULL,NULL,1506
slob,San Luis Obispo,CA,USA,NULL,NULL,1507
rhdm,Raleigh,NC,USA,NULL,NULL,1508
cncoh,Cincinnati,OH,USA,NULL,NULL,1509
losala.nm,Los Alamos,NM,USA,NULL,NULL,1510
waypa,Waynesboro,PA,USA,NULL,NULL,1511
bois,Boise,ID,USA,NULL,NULL,1512
rostov.ru,Rostov,NULL,Russia,NULL,NULL,1513
aksai.ru,Aksa,NULL,Russia,NULL,NULL,1514
wsfdhe.ma,Westfield,MA,USA,NULL,NULL,1515
wrrnhe.ma,Warren,MA,USA,NULL,NULL,1516
hntnwv,Huntington,WV,USA,NULL,NULL,1517
chic,Chicago,IL,USA,NULL,NULL,1518
nwrla,New Orleans,LA,USA,NULL,NULL,1519
nanarb.mi,Ann Arbor,MI,USA,NULL,NULL,1520
nbpthe.ma,Newburyport,MA,USA,NULL,NULL,1521
shphwv,Shepherdstown,WV,USA,NULL,NULL,1522
wnpgmb,Winnipeg,MB,Canada,NULL,NULL,1523
mtlxpq,Montreal,NULL,Canada,NULL,NULL,1524
dtm,Dortmund,NULL,Germany,NULL,NULL,1525
tcsn,Tucson,AZ,USA,NULL,NULL,1526
jersyc.nj,Jersey City,NJ,USA,NULL,NULL,1527
galitn.tn,Gallatin,TN,USA,NULL,NULL,1528
clmb,Columbus,OH,USA,NULL,NULL,1529
bwlgoh,Bowling Green,OH,USA,NULL,NULL,1530
erie,Erie,PA,USA,NULL,NULL,1531
zurichzuh,Zurich,NULL,Switzerland,NULL,NULL,1532
cncn,Cincinnati,OH,USA,NULL,NULL,1533
krk,Kirkland,WA,USA,NULL,NULL,1534
limoges,Limoges,NULL,France,NULL,NULL,1535
taiptw,Taipei,NULL,Taiwan,NULL,NULL,1536
bri.au,Brisbane,NULL,Australia,NULL,NULL,1537
crsnhe.ca,Carson,CA,USA,NULL,NULL,1538
bhm,Birmingham,AL,USA,NULL,NULL,1539
nwcspa,New Castle,PA,USA,NULL,NULL,1540
plapx,Palo Alto,CA,USA,NULL,NULL,1541
sngtp,Singapore,NULL,Singapore,NULL,NULL,1542
fnlyoh,Findlay,OH,USA,NULL,NULL,1543
wlwknj,Waldwick,NJ,USA,NULL,NULL,1544
amhrhe.ma,Amherst,MA,USA,NULL,NULL,1545
mpltmn,Minneapolis,MN,USA,NULL,NULL,1546
potstn.pa,Pottstown,PA,USA,NULL,NULL,1547
ftwtx,Fort Worth,TX,USA,NULL,NULL,1548
minw,Mineral Wells,TX,USA,NULL,NULL,1549
dltnga,Dalton,GA,USA,NULL,NULL,1550
weehawkennj,Weehawken,NJ,USA,NULL,NULL,1551
schiltigheim,Schiltigheim,NULL,France,NULL,NULL,1552
santaana.ca,Santa Ana,CA,USA,NULL,NULL,1553
nsvlga,Nashville,GA,USA,NULL,NULL,1554
dls,Dallas,TX,USA,NULL,NULL,1555
pa.altoona,Altoona,PA,USA,NULL,NULL,1556
brfdnj,Bergenfield,NJ,USA,NULL,NULL,1557
kln,Klein-Linden,NULL,Germany,NULL,NULL,1558
puteaux,Puteaux,NULL,France,NULL,NULL,1559
aberdeen,Aberdeen,NULL,Scotland,NULL,NULL,1560
cornhe.ca,Corona,CA,USA,NULL,NULL,1561
edinburgh,Edinburgh,NULL,Scotland,NULL,NULL,1562
bflny,Buffalo,NY,USA,NULL,NULL,1563
hnbhca,Huntington Beach,CA,USA,NULL,NULL,1564
dcwdc,Washington,DC,USA,NULL,NULL,1565
saltlakecity,Salt Lake City,UT,USA,NULL,NULL,1566
jucc.hk,Hong Kong,NULL,China,NULL,NULL,1567
us-ash,Asheville,NC,USA,NULL,NULL,1568
montvl.pa,Montgomeryville,PA,USA,NULL,NULL,1569
tatebayashi.jp,Tatebayashi,NULL,Japan,NULL,NULL,1570
arcdca,Arcadia,CA,USA,NULL,NULL,1571
vctabc,Victoria,NULL,Canada,NULL,NULL,1572
nhanvr.nj,North Hanover,NJ,USA,NULL,NULL,1573
sfld.mi,Southfield,MI,USA,NULL,NULL,1574
lsb.pt,Lisbon,NULL,Portugal,NULL,NULL,1575
petersburg,St. Petersburg,NULL,Russia,NULL,NULL,1576
gdrpmi,Grand Rapids,MI,USA,NULL,NULL,1577
ccs,Caracas,NULL,Venezuela,NULL,NULL,1578
lapazbcs.mx,La Paz,NULL,Mexico,NULL,NULL,1579
snjosecabo.mx,San Jose,NULL,Mexico,NULL,NULL,1580
bechgr.in,Beech Grove,IN,USA,NULL,NULL,1581
sctnpa,Scranton,PA,USA,NULL,NULL,1582
crm.ny,Coram,NY,USA,NULL,NULL,1583
yntwoh,Youngstown,OH,USA,NULL,NULL,1584
phl.pa,Philadelphia,PA,USA,NULL,NULL,1585
gee.au,Geelong,NULL,Australia,NULL,NULL,1586
belfast,Belfast,NULL,Northern Ireland,NULL,NULL,1587
cdbgwicdbg.wi,Cedarburg,WI,USA,NULL,NULL,1588
plz,Port Elizabeth,NULL,South Africa,NULL,NULL,1589
shinkawa,Shinkawa,NULL,Japan,NULL,NULL,1590
marseille,Marseille,NULL,France,NULL,NULL,1591
btck.mi,Battle Creek,MI,USA,NULL,NULL,1592
ie-dub,Dublin,NULL,Ireland,NULL,NULL,1593
rom,Rome,NULL,Italy,NULL,NULL,1594
tylr,Tyler,TX,USA,NULL,NULL,1595
clmsc,Columbia,SC,USA,NULL,NULL,1596
seto.jp,Seto,NULL,Japan,NULL,NULL,1597
scfair,Fairfax,SC,USA,NULL,NULL,1598
lasvegas,Las Vegas,NV,USA,NULL,NULL,1599
wageningen,Wageningen,NULL,Netherlands,NULL,NULL,1600
